EVENT TYPE,PLACE,EVENT,COMMENTS,FATALITIES,INJURED / INFECTED,EVACUATED,ESTIMATED TOTAL COST,EVENT END DATE,UTILITY - PEOPLE AFFECTED,MAGNITUDE,YEAR,LONGITUDE,LATITUDE
Flood,Badger NL,2003-02-15,"The entire town of Badger, NL was evacuated when the three rivers Badger-Exploits, Red Indian and Badger overflowed their banks due to ice jamming. The town's water supply was contaminated after the sewer system failed.  Power supply was cut off to all flooded homes.  Approximately 200 homes were affected by the flooding.  The Canadian Red Cross, local officials, the RCMP and the Emergency Measures Organization were cooperating to find shelter for approximately 80 families.",0,0,1100,4681553,2/15/2003 12:00:00 AM,0,0,2003,-56.044,48.9784
Flood,Oxford and Truro NS,2003-03-31,"Oxford and Truro NS, March 31, 2003. Heavy rains and snowmelt caused flooding in communities on the Atlantic coast. States of emergency were declared in the towns of Oxford and Truro NS where 150 and 120 people respectively were evacuated from their homes. Two people died as there car was swept off the road by flood waters in Pinehurst. Nova Scotia's Transportation Department has reported that the flooding has destroyed or damaged 47 bridges and has affected 200 roads. See Prince Edward Island and Newfoundland entries for more information on this event.",2,3,270,25485948,3/31/2003 12:00:00 AM,0,0,2003,172.7585,-43.5785
Flood,West Coast of Newfoundland,2003-03-31,"West Coast of Newfoundland, March 31, 2003. Western Newfoundland experienced flooding as a result of both heavy rain and mild temperatures. Some of the communities affected include: Codroy Valley, Cox's Cove, and Corner Brook. These communities faced washed out roads as well as damaged water and sewage systems. A landslide on the Trans-Canada Highway restricted access between Gallants and George's Lake. See Nova Scotia and Prince Edward Island entries for more information on this event.",0,0,0,6934707,3/31/2003 12:00:00 AM,0,0,2003,,
Flood,Prince Edward Island,2003-03-31,"Prince Edward Island, March 31, 2003.  The province was subjected to a severe rainstorm causing flooding and resulting in damage to both private and public property.",0,0,0,2381905,3/31/2003 12:00:00 AM,0,0,2003,-63.5955,46.5035
Flood,"The Bois-Francs, Chaudi?re-Appalaches, Beauce, l'Outaouais, Lanaudi?re, and Abitibi-T?miscamingue regions QC",2003-08-04,"The Bois-Francs, Chaudi?re-Appalaches, Beauce, l'Outaouais, Lanaudi?re, and Abitibi-T?miscamingue regions QC, August 4, 2003",0,0,60,0,8/4/2003 12:00:00 AM,0,0,2003,,
Flood,Vancouver Island and Southwestern British Columbia,2003-10-16,"Vancouver Island and Southwestern British Columbia, October 16-23, 2003. Heavy rains resulted in major flooding, particularly to Squamish and Pemberton where states of emergency were declared. Flooding in the Squamish Valley, Cheakamus Valley, and Paradise Valley resulted in the evacuation of 700 people from those areas. Another 50 people were evacuated from the Vancouver Island region. Two vehicles were swept into Rutherford Creek north of Whistler. One passenger survived, while two died.",2,1,750,8958966,10/23/2003 12:00:00 AM,0,0,2003,,
Flood,South Central Manitoba,2004-03-24,"South Central Manitoba, March 24-26, 2004. A combination of spring runoff and heavy rainfall brought flooding to Manitoba's South-Central region. Some affected communities include: Pembina, Morris, Winnipeg, Selkirk and Lac du Bonnet. States of emergency were declared in the rural municipalities of Franklin, Tache and St. Clements. Twenty-one people were evacuated from the Dakota Plains and Peguis First Nations. More than 1000 were evacuated when the Red River overflowed.",0,0,1000,2302473,3/26/2004 12:00:00 AM,0,0,2004,-97.1335,49.8064
Flood,Attawapiskat ON,2004-05-19,"Attawapiskat ON, May 19, 2004.  Due to ice-jam flooding in the Attawapiskat River, approximately 1,700 people from the  James Bay Cree First Nation community of Attawapiskat were evacuated by air to Moosonee, Cochrane and Timmins.",0,0,1700,5700000,5/19/2004 12:00:00 AM,0,0,2004,-82.427,52.9244
Flood,The Pas MB,2004-07-21,"The Pas MB, July 21, 2004.  Heavy rains on already saturated ground led to an overloading of  the town's joint sewage and storm drain system flooding homes in The Pas.  Approximately 400 homes in the town were damaged.  Dozens of people were reported sick  with intestinal and bronchial illnesses after attempting to clean-up after the flood.   The costs of the damages could reach as high as $5 million.",0,0,0,0,7/21/2004 12:00:00 AM,0,0,2004,-101.2405,53.8224
Flood,Southern New Brunswick,2005-04-09,"Southern New Brunswick, April 9 to May 15, 2005.  Several days of rain caused flooding in the communities of Jemseg, Sheffield, Maugerville and Fredicton and forced approximately 40 families (approximately 120 individuals) to evacuate their riverside homes.  Several families remained stranded in their homes as all roads were washed out. For many families the only way to leave their property was by canoe.  Due to high water levels, the highway between Fredericton and Saint John remained blocked for many days.",0,0,120,2278201,5/15/2005 12:00:00 AM,0,0,2005,-66.7333,44.941
Flood,Kashechewan ON,2005-04-23,"Kashechewan ON, April 23, 2005.  Nearly 200 people were flown out of the remote First Nations reserve in northern Ontario to Moosonee after flooding filled 39 basements with raw sewage.  Spring flooding on the Albany River caused the sewage system to back up and contaminated the community water system.",0,0,200,0,4/23/2005 12:00:00 AM,0,0,2005,-81.6564,52.2874
Flood,Fort Good Hope NT,2005-05-11,"Fort Good Hope NT, May 11-14, 2005. Jackfish Creek and Rabbitskin River rose to the point that 10 families and 8 seniors had to leave their Fort Good Hope homes. A state of emergency was declared.",0,0,50,647617,5/14/2005 12:00:00 AM,0,0,2005,-128.6286,66.2595
Flood,Bridgewater NS,2005-05-25,"Bridgewater NS, May 25-27, 2005. By May 27, a total of 383 mm of rain had fallen in Nova Scotia?s Fancy Lake watershed region causing overland flooding in a number of communities.  A local state of emergency was declared and approximately 100 people were evacuated.",0,0,100,1447904,5/27/2005 12:00:00 AM,0,0,2005,-64.5194,44.3774
Flood,Manitoba,2005-06-02,"Manitoba, June 2, 2005. Manitoba received between 100-175 mm of rain resulting in severe flooding.  Regional municipalities of Daly, Sifton, Blanshard, Strathclair and Woodworth as well as the towns of Oak Lake and Rivers encountered major problems of seepage and basement flooding, damage to municipal roads and overland flooding of agricultural lands.  Forty-four provincial highways and over 100 municipal roads were damaged.  Approximately, 380 homes and 19 families (approximately 1,197 individuals) were forced out of their homes due to the flooding.  Thirteen municipalities declared a local state of emergency and more than 100 requested disaster financial assistance. The cost of the flood was estimated at more than $350 million including crop damage.",0,0,1197,37032721,6/2/2005 12:00:00 AM,0,0,2005,-97.001,55.0013
Flood,Southern Alberta,2005-06-06,"Southern Alberta, June 6-8, 2005. Heavy rainfall and high water levels across southern Alberta caused massive flooding in several waterways.  Multiple municipalities across the region issued a state of emergency. Severe flooding caused the evacuation of 2000 people in Calgary, 1,300 in Sundre, 3,200 in Drumheller, 200 in High River, 70 in Foothills, 58 in Okotoks and 200 in Red Deer County.  Officials reported that the 200-year flood event resulted in significant damages to approximately 40,000 homes.",2,0,7028,129049397,6/8/2005 12:00:00 AM,0,0,2005,70.0742,-49.4749
Flood,Cumberland House Cree First Nation SK,2005-06-23,"Cumberland House, Cree First Nation SK, June 23, 2005.  Approximately 2000 residents of Cumberland House were evacuated to Prince Albert after the Saskatchewan River began flooding.  Saskatchewan Environment issued a boil water advisory for the residents. Movement of most ferries on the North and South Saskatchewan rivers was suspended.",0,0,2000,3455208,6/23/2005 12:00:00 AM,0,0,2005,,
Flood,Quebec,2005-08-31,"Quebec, August 31, 2005.  The aftermath of Hurricane Katrina was felt in Quebec where heavy rain hit the Basse-C?te-Nord region. The region received 80 to 100 mm of rain. Over flown rivers and washed out culverts were seen in the towns of Vanier and Charlesbourg. These events led to flooding. August 31 was the wettest day that month for the Montreal's Pierre Elliott Trudeau Airport as well as the wettest August day for Quebec City.",0,0,0,9567567,8/31/2005 12:00:00 AM,0,0,2005,-71.8259,52.4761
Flood,Stephenville NL,2005-09-27,"Stephenville NL, September 27, 2005.  The town of Stephenville received 110 mm of rain, causing flooding in the region.  More than 80 homes were flooded completely.  A state of emergency was declared and approximately 200 people were forced to leave their homes.",0,0,200,18461755,9/27/2005 12:00:00 AM,0,0,2005,-58.5871,48.5452
Flood,Red Earth SK,2006-04-13,"Red Earth SK, April, 13, 2006. In northeastern Saskatchewan, the Red River First Nation scrambled to avoid the threatening Carrot River as leaders ordered a general evacuation of the band of 1,100.",0,0,1100,7283952,4/13/2006 12:00:00 AM,0,0,2006,-97.5134,35.4685
Flood,Baie Verte Peninsula NL,2006-04-17,"Baie Verte Peninsula NL, April 17, 2007.  A severe rainstorm caused flooding along Newfoundland and Labrador's Northeast coast.  A number of communities in the Baie Verte Peninsula region of the province, such as Burlington and Middle Arm, were affected.",0,0,0,3235813,4/17/2006 12:00:00 AM,0,0,2006,-55.9353,50.0122
Flood,Kashechewan ON,2006-04-23,"Kashechewan ON, April 23, 2006. Spring flooding has forced hundreds of people to leave the northern Ontario reserve of Kashechewan. Kashechewan declared a state of emergency when water levels rose quickly and asked for immediate help from the province.",0,0,1100,0,4/23/2006 12:00:00 AM,0,0,2006,-81.6564,52.2874
Flood,Slocan River BC,2006-05-20,"Slocan River BC, May 20, 2006. Residents living near the Slocan River were at risk as high water levels caused by melting snowpacks forced the river to overflow its banks. Local authorities issued an evacuation order for 53 homes in Passmore and Slocan Park (approximately 159 individuals) as well, 98 other homes that were put on evacuation alert. Damages included road closures and basement flooding.",0,0,159,0,5/20/2006 12:00:00 AM,0,0,2006,-117.5684,49.5989
Flood,Aklavik NT,2006-05-27,"Aklavik NT, May 27, 2006. The remote community of Aklavik was buried under several feet of water after the Peel River channel overflowed its banks due to melting ice. Residents of the low-lying town were forced to evacuate due to flooding. Approximately 300 residents left their homes and fled to the nearby town of Inuvik located 55 kilometres away. The flooding caused severe infrastructure damage, including damages to roads as well as the town?s sewage system.",0,0,300,3140829,5/27/2006 12:00:00 AM,0,0,2006,-135.0136,68.2183
Flood,Saint-Joseph et Vall?e QC,2006-10-28,"Saint-Joseph et Vall?e QC, October 28, 2006. In Saint-Joseph and Vall?e, approximately 50 homes and 30 businesses were affected by a flash flood.",0,0,240,0,10/28/2006 12:00:00 AM,0,0,2006,,
Flood,Selkirk MB,2007-04-03,"Selkirk MB, April 3-13, 2007. Ice buildup and bad weather caused the Red River to breach its banks flooding the city of Selkirk. A two kilometre ice jam caused water levels to raise 60 cm. The subsequent flooding resulted in sewage spilling into the river and the evacuation of the Kiwanis I and II condominium buildings where 100 seniors were evacuated. In addition, numerous basements were flooded as well as the Marine Museum of Manitoba.",0,0,120,0,4/13/2007 12:00:00 AM,0,0,2007,-96.8802,50.147
Flood,Red Earth First Nation SK,2007-04-19,"Red Earth First Nation SK, April 19, 2007. The band council's decision to evacuate 691 residents from the northern reserve, mainly children, elderly residents and pregnant women, came as water covered one-third of a main access road, which divides the reserve.",0,0,691,125800000,4/19/2007 12:00:00 AM,0,0,2007,-102.8598,53.4907
Flood,"Terrace, Smithers & Mount Currie BC",2007-06-05,"Terrace, Smithers & Mount Currie BC, June 5, 2007. About 125 homes have been evacuated and about 1,100 others are on evacuation alert alongside the swollen Skeena and Bulkley rivers near Terrace and Smithers.",0,0,375,9600000,6/5/2007 12:00:00 AM,0,0,2007,,
Flood,Prince George BC,2007-12-10,"Prince George BC, December 10, 2007. An ice jam in the Nechako River that, at one point, stretched as long as 33 kilometres, caused localized flooding. A state of emergency was declared.",0,0,20,7500000,12/10/2007 12:00:00 AM,0,0,2007,-122.7454,53.9129
Flood,Port Bruce ON,2008-02-18,"Port Bruce ON, February 18, 2008. The small community of Port Bruce, located at the mouth of Catfish Creek in Lake Erie east of Port Stanley, was flooded due to an ice jam that caused the creek to overflow. It was the second time in two weeks that Port Bruce experienced flooding from the creek. However, on February 18, the flooding was more severe as water levels rose knee-deep in some areas forcing approximately 100 families (300 individuals) to evacuate their homes and preventing many others from leaving.",0,0,300,0,2/18/2008 12:00:00 AM,0,0,2008,-81.0088,42.6545
Flood,Belleville ON,2008-04-14,"Belleville ON, April 14, 2008. Water from the Moira River flooded dozens of homes and shut down roads in Belleville prompting a state of emergency to be declared. Approximately 50 homes were significantly flooded, including six homes (approximately 18 individuals) that were evacuated. Local wells were tainted with floodwater, which meant that residents could not drink from their wells.",0,0,18,0,4/14/2008 12:00:00 AM,0,0,2008,-77.3853,44.1633
Flood,Paddockwood SK,2008-04-14,"Paddockwood SK, April 14, 2008. The Rural Municipality of Paddockwood declared a state of emergency after floodwaters rose more than one metre. Floodwaters covered main access roads leaving approximately 400 people stranded in their homes. Two families were forced to leave their homes due to flooding. Water levels receded within a day, but the flooding caused damages to roads and residential homes.",0,0,6,0,4/14/2008 12:00:00 AM,0,0,2008,-105.5639,53.5074
Flood,Trent Hills ON,2008-04-17,"Trent Hills ON, April 17, 2008. Over a period of 24 hours, water levels in the tri-lakes (Chemong, Buckhorn and Pigeon) increased 120 mm. The municipality of Trent Hills declared a state of emergency.",0,0,0,0,4/17/2008 12:00:00 AM,0,0,2008,-77.8222,44.2922
Flood,Albany River ON,2008-04-25,"Albany River ON, April 25, 2008. More than a dozen aircraft were poised to help evacuate nearly 1,900 residents of Kashechewan and Fort Albany, reserves in the coastal area of James Bay, some 450 kilometres north of Timmins.",0,0,1900,0,4/25/2008 12:00:00 AM,0,0,2008,-85.8926,51.6226
Flood,Quebec City QC,2008-04-28,"Quebec City QC, April 28 to May 2, 2008. Heavy rain combined with the spring thaw resulted in flooding and landslides in the Quebec City area. The heavy rain, which started on April 28, lasted until May 2 in some areas. Among the affected communities, Baie-Comeau received up to 120 mm of rain and Sept-Ilse received up to 78 mm of rain. Near Montreal, the Petite Nation River rose one metre, which flooded the surrounding areas. In total, flooding forced the evacuation of 230 people. In addition, landslides caused by the flooding threatened the safety of 60 residents who had to be evacuated as a precaution.",0,0,290,0,5/2/2008 12:00:00 AM,0,0,2008,-71.2352,46.826
Flood,Hay River NT,2008-05-05,"Hay River NT, May 5-7, 2008. Ice jams in the Hay River forced water to rise over its banks, creating flood conditions for nearby residents. Approximately 600 people from Vale Island, situated at the mouth of Hay River and Great Slave Lake, fled from their homes as a voluntary evacuation order was issued May 5. Many homes and business were flooded and damaged from debris carried by the rising water. At the Katlodeeche First Nation reserve, floodwaters knocked out the old Anglican Church off its foundation as well as flooded the Roman Catholic Church.",0,0,600,460000,5/7/2008 12:00:00 AM,0,0,2008,-115.7866,60.8156
Flood,James Bay ON,2008-05-09,"James Bay ON, May 9, 2008. A serious flood risk forced about 1,200 people from their homes along the coast of James Bay.",0,0,1200,0,5/9/2008 12:00:00 AM,0,0,2008,-81.6573,45.7028
Flood,High River AB,2008-05-24,"High River AB, May 24, 2008. Surging water levels on the Highwood River forced the town of High River to declare a state of local emergency.",0,0,0,0,5/24/2008 12:00:00 AM,0,0,2008,-113.8569,50.5797
Flood,Saint John River NB,2008-05-30,"Saint John River NB, April 30, 2008. Flooding along the Saint John River caused as many as 1000 people to evacuate their homes.",0,0,1000,21000000,5/30/2008 12:00:00 AM,0,0,2008,-66.9082,45.898
Flood,Pangnirtung NU,2008-06-08,"Pangnirtung NU, June 8-9, 2008. Accelerated snowmelt and heavy rains created a massive flood that prompted the community of Pangnirtung to declare a state of emergency. Floodwaters resulted in the erosion of the permafrost, which supported the bridge abutments on the Duval River. The soil erosion caused sinkholes to form which damaged two bridges. Flooding caused the closure of many roads and disrupted residential water services.",0,0,0,4507509,6/9/2008 12:00:00 AM,0,0,2008,-65.7173,66.148
Flood,"Roseau River First Nation, Sioux Falls, Peguis First Nation, St. Andrews, St. Clements and Selkirk MB",2009-03-24,"Roseau River First Nation, Sioux Falls, Peguis First Nation, St. Andrews, St. Clements and Selkirk MB, March 24 to May 21, 2009. Overland flooding caused by a combination of snowmelt, seasonal precipitation and the spring breakup affected southern Manitoba's watershed areas of the Red, Pembina, Assiniboine, and Souris Rivers. The event caused flooding of houses and evacuations from communities including Roseau River First Nation, Sioux Falls, Peguis First Nation, St. Andrews, St. Clements and Selkirk. The flooding also resulted in damage to public infrastructure such as bridges, roads, and highways. Three principal factors led to the spring flooding: 1) Heavy autumn rains, about 43 per cent more than normal, saturated the ground just before freezing in early December, which left little room for absorbing snow melt in the spring; 2) It was a snowy winter in southern Manitoba with some 25 per cent more snowfall than normal. Heavy snowfalls and copious spring rains swelled the critical headwaters of North Dakota sending excessive waters north into Canada via the Red River and its tributaries; and, 3) An unseasonably cold spring slowed basin snow melting, ice decaying in rivers, and overland flow from ditches and culverts.",0,0,3000,76506000,5/21/2009 12:00:00 AM,0,0,2009,,
Flood,"Saint John, Miramichi and Restigouche River NB",2009-04-05,"Saint John, Miramichi and Restigouche River NB, April 5 to May 4, 2009. A freshet in spring 2009 caused flooding in a number of communities, primarily from the formation of ice jams which raised water levels along the Saint John, Miramichi, and Restigouche rivers from April 5 to May 4.  The flooding caused damages to homes, businesses and infrastructure such as roadways.  Preliminary eligible costs are estimated at $2.0 million, which would result in a federal share of approximately $626,000.",0,0,0,2000000,5/4/2009 12:00:00 AM,0,0,2009,,
Flood,Rock Creek and Henderson Corner YT,2009-05-01,"Rock Creek and Henderson Corner YT, May 1, 2009.  Overland flooding from May 1 to May 3 affected the unincorporated areas of Rock Creek and Henderson Corner in the Klondike Valley, resulting in the evacuation of 28 people and damage to both private property and public infrastructure, such as roads and recreational facilities.",0,0,28,459130,5/1/2009 12:00:00 AM,0,0,2009,,
Flood,Notre-Dame-des-Prairies QC,2009-06-28,"Notre-Dame-des-Prairies QC, June 28 to July 4, 2009. A quasi-stationary low-pressure system stalled over eastern Ontario and Quebec. Excessive rains of up to 140 mm damaged roads and bridges, and flooded basements.  The hardest hit areas were in Charlevoix, Mauricie and Parent. Flood waters filled 50 houses in Notre-Dame-des-Prairies on July 1, and collapsed a street in Entrelacs when a stream overflowed. The flow rate on several rivers exceeded historic records.",0,0,0,0,7/4/2009 12:00:00 AM,0,0,2009,-73.4351,46.0422
Flood,Duncan and North Cowichan (Vancouver Island) BC,2009-11-20,"Duncan and North Cowichan (Vancouver Island) BC, November 20, 2009. Flooding caused by heavy rains and high tides resulted in the destruction of approximately 50 homes and the evacuation of a total of approximately 300 homes (900 individuals). The storm also caused power outages affecting thousands of homes on Vancouver Island, in the Fraser Valley and within the BC interior.",0,0,900,0,11/20/2009 12:00:00 AM,0,0,2009,,
Flood,Winnipeg MB,2010-05-28,"Winnipeg MB, May 29, 2010. Heavy rains over the course of a week caused significant flooding in Winnipeg and the surrounding area. Out of the 180,000 residential properties in Winnipeg, 619 reported being flooded. As a result, 420 were damaged by overland flooding, while 199 suffered sewage backups. The province offered disaster financial assistance for the flood event alongside other events which occurred over the spring and summer.",0,0,0,7731772,5/30/2010 12:00:00 AM,0,0,2010,-97.1385,49.8955
Flood,Southern Alberta and Saskatchewan,2010-06-17,"Southern Alberta and Saskatchewan, June 17, 2010. Record rainfall resulted in extensive flooding in Alberta and Saskatchewan, washing out a portion of the Trans-Canada highway and shutting down part of the Canadian Pacific rail line. Fourty people from the Blood Tribe reserve, 75 homes in Maple Creek, and 600 households in Medicine Hat were forced to evacuate. Disaster financial assistance was provided by both provinces.",0,0,2065,1031670000,6/17/2010 12:00:00 AM,0,0,2010,,
Flood,Meat Cove NS,2010-08-21,"Meat Cove NS, August 21-22, 2010.  A flash flood struck the small community of Meat Cove early in the morning on August 22. The five local bridges suffered major damages, including two bridges that were completely washed away. Local roads were flooded and sustained damages, including the major road that connects the small fishing community to the rest of the province, which resulted in 100 residences and 26 tourists being isolated by the flood. Environment Canada reported 69.8 mm of rain in the area. Officials from the Emergency Management Office worked with the RCMP, Emergency Health Services, the Canadian Red Cross, and others to provide emergency services to the affected people. Access to the area was restricted to boats until August 30 when a temporary bridge over Salmon River was completed.",0,0,126,3135000,8/22/2010 12:00:00 AM,0,0,2010,-60.5592,47.0264
Flood,Kingcome Inlet and Bella Coola BC,2010-09-24,"Kingcome Inlet and Bella Coola BC, September 24-25, 2010. Flooding caused by heavy rainfall resulted in flooding that destroyed the highway leading into Bella Coola BC. Between September 24 and 25, 204 mm of rain fell in the region. Residents of Kingcome Inlet were evacuated by helicopter when water continued to rise. Approximately 100 people were evacuated from Bella Coola and another 75 people from Kingcome Inlet.",0,0,175,0,9/25/2010 12:00:00 AM,0,0,2010,,
Flood,Yarmouth and Halifax NS,2010-11-07,"Yarmouth and Halifax NS, November 7 to December 15, 2010. High winds and heavy rains over a one month period resulted in the ""worst flooding in a century.""  On November 7, storms began with 215 mm of rain falling in Yarmouth and 172 mm in Halifax. On November 9, 120 families (360 individuals) were evacuated from Yarmouth, and several more families were evacuated from nearby Lequille (Annapolis Royal) and Lake Vaughn. A state of emergency was declared when more than 100 mm of rain fell within 18 hours flooding and overwhelming local resources. Rains continued through to December 15. During this time, roads and bridges were washed out, homes were badly damaged by flood waters, and power was lost to more than 46,000 homes (138,000 individuals). On May 19, 2011, the Emergency Management Office of Nova Scotia released a statement indicating the Disaster Financial Assistance Program?s approval for cost-sharing between the province and Ottawa.",0,0,360,0,12/15/2010 12:00:00 AM,0,0,2010,-66.1157,43.8373
Flood,Gasp? and Bonaventure QC,2010-12-05,"Gasp? and Bonaventure QC, December 5-15, 2010. Heavy rains moved through Qu?bec causing flooding from December 5 to 7 and 13 to 15.  A total of 57 municipalities were declared eligible for disaster financial assistance with the provincial government. Approximately 125 residents were evacuated during the flooding on December 15, with between 300 and 500 homes in the Gasp? region being flooded.",0,0,125,26217000,12/15/2010 12:00:00 AM,0,0,2010,,
Flood,New Brunswick and Nova Scotia,2010-12-13,"New Brunswick and Nova Scotia, December 13, 2010.  New Brunswick and Nova Scotia experienced heavy rainfall resulting in extensive flooding. A layer of ice and snow underground prevented rain from being absorbed, which led to significant flooding. In New Brunswick and Nova Scotia, flooding caused damages to homes and roads as well as power outages that affected approximately 80,000 residents (240,000 individuals) in Nova Scotia. In New Brunswick, St. Stephan received up to 166.4 mm of rain, while Fedricton received 101.7 mm of rain. Over 120 roads were closed in New Brunswick and up to 60 homes were destroyed. In addition, approximately 44 residents (132 individuals) from St. George and Nashwaak Valley were displaced from their homes. Both provinces provided provincial aid to victims.",0,0,132,5000000,12/13/2010 12:00:00 AM,240000,0,2010,-66.6918,45.9631
Flood,Mont?r?gie QC,2011-04-17,"Mont?r?gie QC, April 17 to June 22, 2011. Early spring melt along with rainy weather between March and May led to historic flooding in the Mont?r?gie region of Quebec. Communities in the Richelieu Valley experienced heavy rainfall from March to May, including Montreal where it rained 182 per cent above average during that time. Starting April 18 to 24, nine municipalities were affected by flooding. Rising water levels in the Richelieu River caused flooding and damages to an additional 16 municipalities, including Sainte-Anne-de-Sabrevios where 400 homes were damaged and Saint-Paul-de-l??le-aux-Noix where 200 homes were damaged. From April to June, over 40 municipalities in the Mont?r?gie region were affected by flooding and by May 6, 11 municipalities declared states of emergency. On May 23, the Richelieu River set a new all-time record water level of 30.7 metres, due to several days of intense rain. Most significantly impacted by the flooding was Saint-Jean-sur Richelieu where a over 3000 homes were flooded and approximately 1000 people were evacuated from their homes. In total, the floods affected 3,927 people and forced the evacuation of approximately 1,651 people from their homes.",0,0,1651,81612000,6/22/2011 12:00:00 AM,0,0,2011,,
Flood,"Assiniboine, Roseau and Red Rivers MB",2011-04-19,"Assiniboine, Roseau, and Red Rivers MB, April 19 to June 17, 2011. By April 28, flooding resulted in 15 communities declaring states of emergency while 1,772 individuals had been evacuated province wide. There were 1,547 evacuees who were from First Nations communities. Indigenous and Northern Affairs Canada (INAC) worked collaboratively with First Nations communities to develop flood action plans with pre-emptive activities.  As of June 15, 2,543 individuals had been evacuated and 32 communities had declared states of emergency. Estimated costs from the Province  is approximately $100 million and the estimated federal share is approximately $87.5 million.",0,0,2543,699884000,6/17/2011 12:00:00 AM,0,0,2011,,
Flood,Brandon MB,2011-05-10,"Brandon MB, May 10-28, 2011. Forteen homes were evacuated in Brandon on May 10 due to extensive flooding. By May 15, a total of 3,623 individuals had been evacuated from the following communities: Archie, Arthur, Brandon, Cameron, Cornwallis, Dauphin, Ellice, Elton, Emerson, Langfor, Lake St. Martin First Nations, Ritchot, St. Clements, St. Lazare Village, Sandy Bay First Nations, Sioux Valley First Nations, South Norfolk, Stanley, and Whitewater. There were 120 provincial roads and 655 municipal roads that were closed as a result of the flooding.",0,0,3623,0,5/28/2011 12:00:00 AM,0,0,2011,-99.9609,49.8511
Flood,Calgary AB,2011-05-29,"Calgary AB, May 29-31, 2011. Tsuu T?ina First Nation evacuated approximately 40 families (120 individuals) from Calgary due to flooding and road washouts.  In addition, The Stone Tribe evacuated approxiamtely seven families (21 individuals) due to flooding.  Also, the Siksika First Nation and Town of High River have issued voluntary evacuation orders for Hidden Valley and High River areas.",0,0,141,0,5/31/2011 12:00:00 AM,0,0,2011,-114.0626,51.0534
Flood,Southern Manitoba,2011-06-02,"Southern Manitoba, June 2 to July 9, 2011. On June 3, 1,961 individuals were evacuated from the Ochre River, Alonsa, and Sioux Valley First Nations, and 37 communities declared local states of emergency due to extensive flooding.  Another 45 residences were given mandatory evacuation orders in the Dauphin Lake, Ochre River/Cresent Beach area on June 4. On June 6, the Sastachewan Watershed Authority released a large amount of water from the Tobin Lake Dam, which flows towards the flood zone.  By June 6, 40 communities were under a state of local emergency with a total of 2,058 evacuees registered through the Canadian Red Cross and the Manitoba Association of Native Firefighters (MANFF). Effective June 28, there were a total of 2,937 evacuees, 42 local declared States of Emergency with 13 of these being First Nations communities. On July 9, evacuation orders were lifted for Portage La Prairie, Souris, Wawanesa, and Glenwood.",0,0,2937,38357000,7/9/2011 12:00:00 AM,0,0,2011,-99.2506,57.1483
Flood,Weyburn and Estavan SK,2011-06-17,"Weyburn and Estavan SK, June 17-28, 2011. A local state of emergency was issued on June 17, because of extensive flooding in the City of Weyburn and Estavan, Saskatchewan. Throughout the province, 19 municipalities declared local states of emergency. Approximately 200 homes were known to be affected in Weyburn, where there was 112 mm of rain. On June 17, Estavan received 27 mm of rain over night and 383 residents were evacuated from a mobile trailer park. On June 18, officials reported that the capacity of the treatment plant had exceeded its limit, and Environment Canada granted permission to pump sewage directly into the Souris River. Repairs were conducted at the treatment plant to address the capacity issue. SaskPower reported scattered and localized power outages throughout the region. Residents in most areas were given permission to return to their homes on June 28.",0,0,383,33258000,6/28/2011 12:00:00 AM,0,0,2011,,
Flood,"Eckville, Lacombe, Paddle River, Fort Vermilion, and Peace River AB",2011-07-12,"Eckville, Paddle River, Fort Vermilion, and Peace River AB, July 12-14, 2011. According to the AB River Forecast Centre, water levels on the Peace River exceed 1 in 100 year event levels near Fort Vermilion. The region was divided into three segments to facilitate emergency response. All of 'Area A' included all of the low-lying areas, and was placed under immediate evacuation order. On July 12, there were approximately 100 flooded homes in Eckville and 700 homes were without electricity or phone services. Roads and highways were significantly damaged.",0,0,156,0,7/14/2011 12:00:00 AM,700,0,2011,,
Flood,Perth-Andover NB,2012-03-23,"Perth-Andover NB, March 23-25, 2012. The Village of Perth-Andover declared a state of emergency on March 23. The village of roughly 1,770 residents was forced to evacuate approximately 500 people living along a four-kilometre section the St. John?s River on March 24. Within the nearby Tobique First Nation community, approximately 20 people were evacuated to a school gymnasium and six homes were damaged by floodwaters. Public Safety Canada?s regional office reported that approximately 200 homes and businesses were damaged, including those of the Tobique First Nation. The province?s Emergency Measures Organization indicated that unseasonably hot weather caused rapid snowmelt, resulting in an ice jam that was to blame for the river breaching its banks. Andover Elementary School and Southern Victoria High School were both closed due to damages from the floodwaters. The Red Cross used Perth-Andover Middle School as an emergency evacuation site. Perth-Andover hospital also sustained damages; patients were relocated to the Upper River Valley Hospital in Waterville and Grand Falls General Hospital, while some were discharged home. Service New Brunswick?s temporary location in Perth-Andover offered free well-water bacterial testing for private well owners who were impacted by the flood. Health Canada was responsible for contacting well owners with information on potentially harmful contamination in their water, whereas Environment Canada as well as local authorities were responsible for notifying remaining well owners of the absence of bacteria in their water. New Brunswick?s provincial government offered information on government services for people whose property sustained damage resulting from the flood. The response level remained within provincial capacity.",0,0,500,19778000,3/25/2012 12:00:00 AM,0,0,2012,-67.7057,46.7384
