YYYYMMDDHHMM_UTC,YYYY_LOCAL,MM_LOCAL,DD_LOCAL,HHMM_LOCAL,NEAR_CMMTY,PROVINCE,FUJITA,START_LAT_N,START_LON_W,END_LAT_N,END_LON_W,LENGTH_M,MOTION_DEG,WIDTH_MAX_M,HUMAN_FATAL,HUMAN_INJ,DMG_THOUS,FORECAST_REGION,,,
20010724 1900,2001,07,24,1200,Cranbrook,BC,1,49.5505,-115.7488,,,,315,,,,,East Kootenay,,,
20010724 2315,2001,07,24,1915,Beauport,QC,0,46.8700,-71.1800,,,,,,,,,Québec,,,
20010731 1135,2001,07,31,0635,Morson,ON,1,49.0975,-94.3255,,,,,,0,1,8,Kenora - Nestor Falls,,,
20010803 2135,2001,08,03,1735,Keene,ON,0,44.2300,-78.1500,,,,,,0,0,,Peterborough - Kawartha Lakes,,,
200108,2001,08,04,,Matagami,QC,1,49.7508,-77.6830,,,,,,,,,Matagami,,,
20010804 2008,2001,08,04,1508,Poplar River,MB,0,52.9960,-97.2830,,,,,,,,,Poplar River,,,
200108,2001,08,09,,Alma,QC,1,48.5683,-71.6644,,,,,,,,,Lac-Saint-Jean,,,
20010809 2030,2001,08,09,1630,Espanola,ON,0,46.2655,-81.7730,46.2560,-81.7620,1200,320,,0,0,,Manitoulin - Blind River - Killarney,,,
20010819 1745,2001,08,19,1345,Wyndham Hills,ON,0,43.1750,-80.3015,,,,,30,0,0,,Oxford - Brant,,,
20010819 2017,2001,08,19,1617,Ipperwash,ON,0,43.1925,-81.9690,,,,,,0,0,,Sarnia - Lambton,,,
20010823 0010,2001,08,22,1910,Killarney,MB,0,49.0930,-99.6140,,,,,,,,,Killarney - Pilot Mound - Manitou,,,
20010925 2100,2001,09,25,1700,Long Beach,ON,0,42.8660,-79.3870,,,,,,0,0,,Niagara,,,
20011025 1100,2001,10,25,0700,Pembroke,ON,1,45.8100,-77.1500,,,,,,0,0,75,Renfrew - Pembroke - Barry's Bay,,,
20020521 2300,2002,05,21,1700,Juno,AB,1,49.8120,-111.5820,,,,,60,,,250,Medicine Hat - Bow Island - Suffield,,,
20020525 0500,2002,05,25,2300,21 km SSW of Bow Island,AB,0,49.7300,-111.5700,,,,,60,,,,Cypress Hills Provincial Park - Foremost,,,
2002,2002,05,31,,Packington,QC,2,47.4898,-68.7858,,,,,,,,,Témiscouata,,,
20020531 2022,2002,05,31,1622,North Bay,ON,0,46.4055,-79.4735,46.3740,-79.4560,2000,315,120,0,0,,North Bay - West Nipissing,,,
20020613 1945,2002,06,13,1445,Steinbach,MB,0,49.5300,-96.6500,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
20020618 0108,2002,06,17,1908,North Battleford,SK,0,52.7800,-108.2800,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
20020618 2225,2002,06,18,1600,Barons,AB,0,50.0200,-113.0400,,,,,,,,,Lethbridge - Taber - Milk River,,,
20020619 2042,2002,06,19,1442,Regina,SK,0,50.4300,-104.6300,,,,,,,,,City of Regina,,,
20020619 ,2002,06,,,Elbow,SK,0,51.1300,-106.4600,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
20020623 2115,2002,06,23,1715,Fallowfield,ON,2,45.2655,-75.8295,45.2585,-75.8210,1000,315,500,0,1,1000,City of Ottawa,,,
20020624 1745,2002,06,24,1245,42 km NNE of Gretna,MB,0,49.2700,-97.1500,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
20020625 0106,2002,06,24,1906,Pilot Butte,SK,0,50.4900,-104.4000,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
20020625 1810,2002,06,25,1210,Glen Ewen,SK,0,49.1800,-102.0200,,,,,,,,,Carlyle - Oxbow - Carnduff - Bienfait - Stoughton,,,
20020625 1845,2002,06,25,1345,Rosenort,MB,0,49.4500,-97.4300,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
200207,2002,07,04,,Boileau,QC,1,45.9005,-74.7729,,,,,,,,,Upper Gatineau - Lièvre - Papineau,,,
20020704 1345,2002,07,04,1045,St. Jacques ,NB,1,47.4300,-68.3800,,,,,,,,,Edmundston and Madawaska County,,,
20020704 2150,2002,07,04,1550,Golden Ridge,SK,1,54.3240,-109.1170,,,,,,,,,Meadow Lake - Big River - Green Lake - Pierceland,,,
20020705 1845,2002,07,05,1245,Monarchvale,SK,1,52.2730,-107.9240,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
20020705 1930,2002,07,05,1330,Langham,SK,0,52.3700,-106.9700,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
200207,2002,07,14,,Senneterre,QC,1,48.3887,-77.2401,,,,,,,,,Abitibi,,,
20020715 0037,2002,07,14,1837,Dorintosh,SK,0,54.3740,-108.5840,,,48000,,800,,,,Meadow Lake - Big River - Green Lake - Pierceland,,,
20020715 0110,2002,07,14,1910,Near Buffalo Narrows,SK,0,55.8500,-108.4800,,,,,,,,,Île à la Crosse - Buffalo Narrows - Beauval,,,
20020719 0130,2002,07,18,1930,Naicam,SK,0,52.4200,-104.4800,,,,,,,,,Melfort - Tisdale - Nipawin - Carrot River,,,
20020720 2031,2002,07,20,1531,Blumenort,MB,0,49.6000,-96.7200,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
20020720 2125,2002,07,20,1625,Dufresne,MB,0,49.7200,-96.7400,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
200207,2002,07,22,,St-Frédéric,QC,1,46.2963,-70.9752,,,,,,,,,Beauce,,,
20020728 1400,2002,07,28,1000,Halfway Lake Prov. Park,ON,2,46.8928,-81.6874,46.9147,-81.6242,5400,240,1120,0,6,,Greater Sudbury and vicinity,,,
20020728 2030,2002,07,28,1630,Kasshabog Lake,ON,0,44.6300,-77.9700,,,,,50,0,0,,Peterborough - Kawartha Lakes,,,
20020728 2258,2002,07,28,1658,Ferrier,AB,0,52.3700,-115.1400,,,,,,,,,Rocky Mountain House - Caroline,,,
20020809 0155,2002,08,09,1955,Carlton,SK,0,52.7900,-106.5100,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
20020810 2229,2002,08,10,1529,Dawson Creek,BC,0,55.7694,-120.2331,,,,,,,,,B.C. Peace River,,,
20020811 0100,2002,08,11,1900,Tuberose,SK,0,50.9490,-108.0400,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
200208,2002,08,18,,Dolbeau,QC,1,48.8773,-72.2267,,,,,,,,,Lac-Saint-Jean,,,
20020829 1810,2002,08,29,1210,Amulet,SK,0,49.6400,-104.7500,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
20020830 0822,2002,08,30,0222,Edmonton,AB,0,53.5000,-113.4000,,,,,,,,,City of Edmonton - St. Albert - Sherwood Park,,,
20020830 2019,2002,08,30,1419,Near Horizon,SK,0,49.5100,-105.2200,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
200209,2002,09,03,,Berry,QC,0,48.8379,-78.3156,,,,,,,,,Abitibi,,,
20030424 2239,2003,04,24,1639,Stand Off,AB,0,49.4530,-113.3020,,,,,,,,,Cardston - Fort Macleod - Magrath,,,
20030501 0915,2003,05,01,0515,Tecumseh,ON,1,42.2671,-82.9126,42.2858,-82.8804,3000,310,400,0,0,100,Windsor - Essex - Chatham-Kent,,,
20030526 0145,2003,05,25,1945,Cranford,AB,0,49.7670,-112.3840,,,,,,,,,Lethbridge - Taber - Milk River,,,
20030527 0220,2003,05,26,2020,Regina,SK,0,50.4200,-104.6500,,,,,,,,,City of Regina,,,
20030601 2050,2003,06,01,1450,13 km S of Vegreville,AB,0,53.3760,-112.0460,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
20030610 2245,2003,06,10,1645,Azure,AB,0,50.5000,-113.8670,,,,,,,,,Okotoks - High River - Claresholm,,,
200306,2003,06,11,,Laval,QC,1,45.5775,-73.7450,,,,,,,,,Metro Montréal - Laval,,,
20030611 1833,2003,06,11,1233,New Fish Creek,AB,0,55.2940,-117.1690,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
20030617 0045,2003,06,17,1945,Swan River,MB,0,52.0970,-101.2560,,,,,,,,,Swan River - Duck Mountain - Porcupine Provincial Forest,,,
20030622 0035,2003,06,22,1935,Rosenort,MB,0,49.4390,-97.3920,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
200306,2003,06,25,,Ville-Marie,QC,0,47.3314,-79.4411,,,,,,,,,Témiscamingue,,,
20030625 1920,2003,06,25,1520,Earlton,ON,0,47.7100,-79.8200,,,,,,0,0,,Kirkland Lake - New Liskeard - Temagami,,,
20030627 1950,2003,06,27,1550,Labrieville,QC,0,49.2991,-69.5599,,,,,,,,,Manicouagan River,,,
200306,2003,06,29,,Fort William,QC,0,45.9555,-77.2682,,,,,,,,,Pontiac,,,
20030629 2100,2003,06,29,1700,Rockford,ON,0,44.5240,-80.9180,44.5240,-80.9155,200,270,50,0,0,,Grey - Bruce,,,
20030629 2150,2003,06,29,1750,Grindstone Lake,ON,0,45.0105,-76.9595,45.0120,-76.9460,1000,260,,0,0,100,Smiths Falls - Lanark - Sharbot Lake,,,
20030630 2237,2003,06,30,1637,Grimshaw,AB,2,56.2030,-117.6110,,,,,,,,,Peace River - Fairview - High Prairie - Manning,,,
20030630 2315,2003,06,30,1715,Near Thorhild,AB,0,53.9500,-113.4800,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
20030630 2330,2003,06,30,1730,Rochester,AB,0,54.3500,-113.2500,,,,,,,,,Westlock - Barrhead - Athabasca,,,
20030701 0000,2003,07,01,1800,Near Andrew,AB,0,53.9200,-112.3700,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
20030702 2100,2003,07,02,1500,Candle Lake,SK,0,53.7940,-105.2840,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
20030702 2120,2003,07,02,1520,Lower Fishing Lake,SK,2,54.0950,-104.6850,,,,,,,,,La Ronge - Prince Albert Nat. Park - Narrow Hills Prov. Park,,,
20030704 1800,2003,07,04,1400,Goose Lake #1,ON,2,51.7530,-93.0900,51.7210,-92.8966,13800,285,300,0,0,,Sandy Lake - Pikangikum,,,
20030704 1815,2003,07,04,1415,Goose Lake #2,ON,1,51.6885,-92.7180,51.6530,-92.4907,16200,285,490,0,0,,Sandy Lake - Pikangikum,,,
20030706 2200,2003,07,06,1700,Bloodvein #1,MB,1,51.7680,-96.6720,,,,,,,,,Berens River - Little Grand Rapids - Bloodvein - Atikaki,,,
20030706 2200,2003,07,06,1700,Near Bloodvein (#2),MB,0,51.8700,-96.5200,,,,,,,,,Berens River - Little Grand Rapids - Bloodvein - Atikaki,,,
200307,2003,07,08,,Mistassini,QC,0,48.8864,-72.2157,,,,,,,,,Lac-Saint-Jean,,,
20030708 2335,2003,07,08,1735,Granum,AB,0,49.8750,-113.4580,,,,,,,,,Cardston - Fort Macleod - Magrath,,,
20030709 0330,2003,07,09,2130,Edmonton,AB,0,53.6080,-113.4900,,,,,,,,,City of Edmonton - St. Albert - Sherwood Park,,,
20030711 1400,2003,07,11,1000,Elmvale,ON,0,44.5840,-79.8665,44.5780,-79.8490,1500,295,100,0,0,,Barrie - Orillia - Midland,,,
20030711 1420,2003,07,11,1020,Vasey,ON,0,44.6700,-79.7600,,,,,,0,0,,Barrie - Orillia - Midland,,,
20030711 1500,2003,07,11,1100,Bracebridge,ON,0,45.0180,-79.3440,45.0240,-79.3375,850,220,,0,0,,Parry Sound - Muskoka,,,
20030711 2320,2003,07,11,1720,Jarvie,AB,0,54.4500,-113.9800,,,,,,,,,Westlock - Barrhead - Athabasca,,,
20030713 1655,2003,07,13,1155,Lilyfield,MB,0,50.0190,-97.3180,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
20030714 1807,2003,07,14,1307,Cordova,MB,0,50.1480,-99.7770,,,,,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
20030714 1950,2003,07,14,1450,Gretna,MB,1,49.0300,-97.5850,,,,,200,,,,Morden - Winkler - Altona - Emerson - Morris,,,
20030714 2015,2003,07,14,1515,Reinfeld,MB,0,49.1660,-97.8980,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
20030715 0100,2003,07,14,2100,Surprise Lake,ON,1,48.6070,-89.3180,48.6088,-89.3133,400,240,120,0,0,,Superior West,,,
20030716 2245,2003,07,16,1545,Quesnel,BC,2,53.0000,-122.5000,,,,,,,,,Cariboo,,,
20030717 2300,2003,07,17,1700,24 km NE of Debden,SK,1,53.6300,-106.5500,,,,,,,,,La Ronge - Prince Albert Nat. Park - Narrow Hills Prov. Park,,,
20030720 1900,2003,07,20,1400,31 km NE of Skownan,MB,0,52.1890,-99.2790,,,,,,,,,Grand Rapids,,,
20030720 1900,2003,07,20,1400,56 km ESE of Bloodvein,MB,0,51.6700,-95.9000,,,,,,,,,Berens River - Little Grand Rapids - Bloodvein - Atikaki,,,
20030720 2230,2003,07,20,1630,Calgary,AB,0,51.0000,-114.1700,,,,,,,,,Okotoks - High River - Claresholm,,,
200307,2003,07,27,,St-Jean-Port-Joli,QC,0,47.2142,-70.2693,,,,,,,,,Montmagny - L'Islet,,,
20030727 2130,2003,07,27,1730,St-Narcisse-de-Rimouski,QC,1,48.2882,-68.4365,,,,,,,,,Rimouski - Mont-Joli,,,
20030801 2000,2003,08,01,1500,Morweena,MB,0,50.9700,-97.4300,,,,,,,,,Arborg - Hecla - Fisher River - Gypsumville - Ashern,,,
20030802 2230,2003,08,02,1830,Keene,ON,0,44.2230,-78.1255,,,,,100,0,0,,Belleville - Quinte - Northumberland,,,
200308,2003,08,06,,Roxton Pond,QC,0,45.4763,-72.6646,,,,,,,,,Eastern Townships,,,
20030807 2000,2003,08,07,1600,Florence,ON,0,42.6360,-81.9800,,,1000,225,50,0,0,,Windsor - Essex - Chatham-Kent,,,
20030809 0220,2003,08,08,2020,Maymont,SK,0,52.5610,-107.7110,,,,,1000,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
20030809 0733,2003,08,09,0133,Labuma ,AB,0,52.3300,-113.8000,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
20030809 0957,2003,08,09,0357,Alix,AB,0,52.4000,-113.1800,,,,,800,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
20030812 0145,2003,08,11,1945,Near Scapa,AB,0,51.9200,-111.8600,,,,,,,,,Hanna - Coronation - Oyen,,,
20030812 2235,2003,08,12,1635,Wabamun,AB,0,53.5530,-114.4990,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
20030818 2100,2003,08,18,1500,Near Bonanza,AB,0,55.9840,-119.7520,,,,,,,,,Peace River - Fairview - High Prairie - Manning,,,
20030819 0045,2003,08,18,1845,Calling Lake,AB,0,55.1700,-113.2700,,,,,,,,,Slave Lake,,,
20030821 0400,2003,08,20,2300,Stead,MB,1,50.4300,-96.4220,,,6400,,200,,,,Dugald - Beausejour - Grand Beach,,,
20030825 2235,2003,08,25,1635,Wrentham,AB,0,49.5050,-112.1710,,,,,,,,,Lethbridge - Taber - Milk River,,,
20030826 2230,2003,08,26,1830,Wolfe Lake,ON,1,44.6900,-76.4800,,,,,,0,0,,Brockville - Leeds and Grenville,,,
200309,2003,09,04,,Issoudun,QC,0,46.5780,-71.6248,,,,,,,,,Québec,,,
20030912 0240,2003,09,12,2040,Penhold,AB,0,52.1170,-113.8640,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
200309,2003,09,23,,L'Assomption,QC,0,45.8167,-73.4333,,,,,,,,,Lanaudière,,,
20040419 0008,2004,04,19,1808,Magrath,AB,0,49.3810,-112.7920,,,,,20,,,,Cardston - Fort Macleod - Magrath,,,
20040420 2020,2004,04,20,1420,Calgary,AB,0,51.2100,-114.0570,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
20040520 2250,2004,05,20,1850,Caledonia,ON,0,43.0346,-79.9095,43.0314,-79.8874,1800,285,30,0,0,,Dunnville - Caledonia - Haldimand,,,
200405,2004,05,22,,Belton,ON,0,43.1700,-81.1300,,,,,,0,0,,London - Middlesex,,,
20040522 2230,2004,05,22,1830,Mitchell,ON,2,43.4635,-81.2207,43.4709,-81.1596,5000,260,20,0,0,,Huron - Perth,,,
20040522 2230,2004,05,22,1830,Gads Hill,ON,2,43.4154,-80.9815,43.4264,-80.9600,2200,235,30,0,0,,Huron - Perth,,,
20040522 2245,2004,05,22,1845,Winthrop,ON,1,43.6100,-81.3300,,,,,,0,0,,Huron - Perth,,,
20040524 1445,2004,05,24,1045,Waterloo,ON,0,43.4625,-80.5929,43.4636,-80.5909,200,230,30,0,0,,Waterloo - Wellington,,,
20040524 2100,2004,05,24,1500,Bergheim,SK,0,51.1480,-106.4690,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
20040607 0153,2004,06,07,0153,Melita,MB,1,49.2700,-101.0000,,,,,400,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
200406,2004,06,08,,Landrienne,QC,1,48.5475,-77.9516,,,,,,,,,Abitibi,,,
20040609 2010,2004,06,09,1610,Mallorytown,ON,1,44.4600,-75.9300,44.4400,-75.8700,5000,310,200,0,0,100,Brockville - Leeds and Grenville,,,
20040613 1945,2004,06,13,1345,Carseland,AB,0,50.8350,-113.5340,,,,,,,,,Brooks - Strathmore - Vulcan,,,
20040614 0041,2004,06,13,1841,19 km NNE of Vulcan,AB,1,50.5970,-113.2330,,,,,,,,,Brooks - Strathmore - Vulcan,,,
20040614 2200,2004,06,14,1600,32 km SE of Maple Creek,SK,0,49.6990,-109.1510,,,,,,,,,Leader - Gull Lake,,,
20040615 1945,2004,06,15,1445,Brandon,MB,1,49.8190,-99.9780,,,,,,,,,Brandon - Carberry - Treherne,,,
20040617 1600,2004,06,17,1000,Countess,AB,0,50.7670,-112.2890,,,,,,,,,Brooks - Strathmore - Vulcan,,,
20040620 0120,2004,06,19,1920,Peerless Lake,AB,0,56.6630,-114.6920,,,,,,,,,Wabasca - Peerless Lake - Gift Lake - Cadotte Lake,,,
200406,2004,06,20,,Laurier-Station,QC,0,46.5392,-71.6320,,,,,,,,,Québec,,,
200406,2004,06,20,,St-Elzéar,QC,0,46.4084,-71.0617,,,,,,,,,Beauce,,,
20040620 2230,2004,06,20,1730,Ninga,MB,0,49.2300,-99.8800,,,,,,,,,Killarney - Pilot Mound - Manitou,,,
20040622 2230,2004,06,22,1830,Beachburg,ON,1,45.7300,-76.8500,,,,,,0,0,,Renfrew - Pembroke - Barry's Bay,,,
200406,2004,07,01,,Lac-Gatineau,QC,0,46.5599,-75.7140,,,,,,,,,Mont-Laurier,,,
20040702 0030,2004,07,01,1830,Eatonia,SK,0,51.2260,-109.4030,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
20040707 2045,2004,07,07,1445,Kelfield,SK,0,51.9300,-108.6000,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
20040708 2116,2004,07,08,1516,Grande Prairie,AB,1,55.1700,-118.8000,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
20040709 1909,2004,07,09,1309,Edmonton,AB,0,53.5130,-113.6840,,,,,,,,,City of Edmonton - St. Albert - Sherwood Park,,,
20040711 2158,2004,07,11,1558,Mundare,AB,0,53.6090,-112.3400,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
20040711 2300,2004,07,11,1700,Krakow,AB,1,53.7490,-112.3850,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
20040711 2316,2004,07,11,1716,Radville,SK,0,49.4520,-104.3480,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
20040711 2323,2004,07,11,1723,Cardiff,AB,1,53.7800,-113.6000,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
20040713 0030,2004,07,12,1930,Near Mulvihill,MB,0,50.9110,-98.1200,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
20040713 2210,2004,07,13,1810,Brinsley,ON,1,43.2280,-81.5375,43.2710,-81.4935,6000,215,10,0,0,30,London - Middlesex,,,
20040713 2210,2004,07,13,1810,Farquhar,ON,0,43.3610,-81.3875,43.3775,-81.3605,2800,230,10,0,0,30,Huron - Perth,,,
20040713 2225,2004,07,13,1825,Elimville,ON,0,43.3435,-81.4080,43.3735,-81.3880,3700,205,10,0,0,30,Huron - Perth,,,
20040714 1535,2004,07,14,0935,Cut Knife,SK,0,52.7250,-109.0050,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
20040714 2057,2004,07,14,1457,Conquest,SK,0,51.5670,-107.2330,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
20040714 2130,2004,07,14,1530,Near Spiritwood,SK,1,53.3390,-107.5100,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
20040714 2223,2004,07,14,1623,Ibstone,SK,0,52.5800,-108.2730,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
20040717 1900,2004,07,17,1500,Sheppardton,ON,0,43.8405,-81.7205,43.8425,-81.7225,400,145,30,0,0,,Huron - Perth,,,
20040717 2100,2004,07,17,1500,Near Deschambault Lake,SK,0,54.7700,-103.4200,,,,,,,,,Pelican Narrows - Cumberland House - Creighton,,,
20040718 0430,2004,07,17,2230,Martinsville,SK,0,52.2930,-106.6190,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
20040719 2200,2004,07,19,1600,Sunchild,AB,1,52.6800,-115.3500,,,,,,,,,Rocky Mountain House - Caroline,,,
20040720 1301,2004,07,20,0701,Near Cross Lake Prov. Park,AB,0,54.6500,-113.8100,,,,,100,,,,Westlock - Barrhead - Athabasca,,,
20040722 2015,2004,07,22,1415,17 km NW of Redcliffe,AB,0,50.0820,-110.9180,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
2004,2004,07,31,,Châteauguay,QC,0,45.3727,-73.7243,,,,,,,,,Metro Montréal - Laval,,,
2004,2004,07,31,,Durham-Sud,QC,1,45.6604,-72.3400,,,,,,,,,Eastern Townships,,,
2004,2004,07,31,,St-Albert,QC,1,46.0016,-72.0887,,,,,,,,,Drummondville - Bois-Francs,,,
2004,2004,07,31,,Chesterville,QC,0,45.9629,-71.8216,,,,,,,,,Drummondville - Bois-Francs,,,
20040731 1815,2004,07,31,1315,Bowsman,MB,0,52.2400,-101.2910,,,,,,,,,Swan River - Duck Mountain - Porcupine Provincial Forest,,,
20040731 2000,2004,07,31,1700,Saint Jacques,NB,1,47.4200,-68.4000,,,,,,,,,Edmundston and Madawaska County,,,
20040731 2140,2004,07,31,1640,14 km WNW of Guynemer,MB,0,51.3900,-99.2850,,,8000,,,,,,Ste. Rose - McCreary - Alonsa - Gladstone,,,
20040803 1948,2004,08,03,1348,Medicine Hat to Redcliffe,AB,0,50.0820,-110.7630,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
20040804 0355,2004,08,03,2155,Leedale,AB,2,52.5680,-114.4660,,,,,,,,,Drayton Valley - Devon - Rimbey - Pigeon Lake,,,
20040806 0100,2004,08,05,1900,Mound,AB,0,51.8830,-114.5260,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
20040806 0205,2004,08,05,2005,Lacombe,AB,0,52.4700,-113.7300,,,,,90,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
20040806 0210,2004,08,05,2010,Gull Lake,AB,0,53.4630,-113.9140,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
20040808 2010,2004,08,08,1510,Manitou,MB,0,49.2300,-98.5300,,,,,50,,,,Killarney - Pilot Mound - Manitou,,,
200408,2004,08,10,,Thurso,QC,1,45.5970,-75.2435,,,,,,,,,Upper Gatineau - Lièvre - Papineau,,,
20040810 2000,2004,08,10,1600,Burnstown,ON,1,45.3900,-76.5800,45.4100,-76.5700,2000,250,300,0,0,,Renfrew - Pembroke - Barry's Bay,,,
200409,2004,09,03,,Val Gagne,ON,1,48.5700,-80.6100,48.5400,-80.5500,6000,315,500,0,0,,Timmins - Cochrane,,,
200409,2004,09,03,,Malartic,QC,0,48.1391,-78.1223,,,,,,,,,Abitibi,,,
20050514 0045,2005,05,13,2045,Rodney,ON,0,42.5697,-81.7408,42.5535,-81.7049,5000,300,30,0,0,,Elgin,,,
20050519 1935,2005,05,19,1335,Irma,AB,0,52.9200,-111.2300,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
20050523 2030,2005,05,23,1430,Near Nightingale,AB,0,50.9700,-113.3300,,,,,,,,,Brooks - Strathmore - Vulcan,,,
20050523 2110,2005,05,23,1510,Nipawin,SK,0,53.3700,-104.0000,,,,,500,,,,Melfort - Tisdale - Nipawin - Carrot River,,,
20050601 2100,2005,06,01,1600,Hartney,MB,1,49.5000,-100.6300,,,,,,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
20050601 2140,2005,06,01,1640,Goodlands,MB,1,49.0200,-100.6000,,,,,10,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
20050601 2345,2005,06,01,1845,13 km N of Rivers,MB,0,50.1500,-100.2300,,,,,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
20050604 1710,2005,06,04,1110,Bentley,AB,0,52.4300,-114.0800,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
20050604 2115,2005,06,04,1515,Calmar,AB,0,53.2700,-113.8200,,,,,,,,,Drayton Valley - Devon - Rimbey - Pigeon Lake,,,
20050605 0230,2005,06,04,2030,Cochrane,AB,0,51.1800,-114.4300,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
20050605 2150,2005,06,05,1550,15 km NE of Calgary,AB,0,51.1500,-113.9300,,,,,,,,,City of Calgary,,,
20050606 0055,2005,06,05,2055,Maidstone to Windsor #1,ON,0,42.2400,-82.9161,42.2400,-82.9100,500,270,,0,0,,Windsor - Essex - Chatham-Kent,,,
20050606 0055,2005,06,05,2055,Maidstone to Windsor #2,ON,0,42.2418,-82.9493,42.2450,-82.9450,500,225,,0,0,,Windsor - Essex - Chatham-Kent,,,
200506,2005,06,06,,Gatineau,QC,0,45.4839,-75.6456,,,,,,,,,Gatineau,,,
20050613 2015,2005,06,13,1615,Oustic to Fergus,ON,0,43.7046,-80.2899,43.7172,-80.2836,1500,200,20,0,0,,Waterloo - Wellington,,,
20050614 2330,2005,06,14,1930,Hanover,ON,1,44.1288,-81.0480,44.1332,-81.0469,500,190,,0,0,,Grey - Bruce,,,
20050615 0105,2005,06,14,2105,Orrville,ON,0,45.3811,-79.7766,45.3820,-79.7744,200,240,10,0,0,,Parry Sound - Muskoka,,,
20050617 0210,2005,06,16,2010,Shamrock,SK,1,50.1700,-106.6000,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
20050617 2315,2005,06,17,1715,Cadillac,SK,0,49.7300,-107.5900,,,,,,,,,Shaunavon - Maple Creek - Val Marie - Cypress Hills,,,
20050617 2325,2005,06,17,1725,Sagathun,SK,0,50.1300,-109.4700,,,,,,,,,Leader - Gull Lake,,,
20050617 2333,2005,06,17,1733,Cadillac,SK,0,49.7500,-107.7500,,,,,,,,,Shaunavon - Maple Creek - Val Marie - Cypress Hills,,,
20050617 2335,2005,06,17,1735,Swift Current,SK,0,50.2800,-107.8000,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
